SVU,SUPERVALU Inc,20110809,S. California grocery workers press for contract , * Workers plan vote on new strike authorization next week,topStory
SVU,SUPERVALU Inc,20110819,Big chains and government target "food deserts" ,LOS ANGELES Independent Philadelphia grocer Jeff Brown says he has cracked the code for making money in some urban communities that in the past have been shunned by big chains as being too risky to invest in.,topStory
SVU,SUPERVALU Inc,20110819,Big chains  government target U.S. 'food deserts' , * Wal-Mart  Supervalu  Walgreen eye 'food desert' growth,normal
SVU,SUPERVALU Inc,20110821,Southern Calif. grocery workers authorize strike , LOS ANGELES  Aug 21 Grocery workers in Southern California have authorized a strike if their union cannot reach an acceptable contract deal with Ralph  Vons and Albertsons supermarkets  the union said on Sunday.,topStory
SVU,SUPERVALU Inc,20110821,Southern California grocery workers authorize a strike ,LOS ANGELES The union representing 62 000 grocery workers in southern California has received the go-ahead from members to call a strike if an acceptable contract deal cannot be reached with Ralphs  Vons and Albertsons supermarkets  officials said on Sunday.,normal
SVU,SUPERVALU Inc,20110822,Southern California grocery workers authorize a strike ,LOS ANGELES The union representing 62 000 grocery workers in southern California has received the go-ahead from members to call a strike if an acceptable contract deal cannot be reached with Ralphs  Vons and Albertsons supermarkets  officials said on Sunday.,topStory
SVU,SUPERVALU Inc,20110822,UPDATE 1-Southern California grocery workers authorize a strike , (Adds 72-hour notice needed for strike  no talks planned),normal
SVU,SUPERVALU Inc,20110829,Irene likely dented August auto  retail sales ,NEW YORK/DETROIT Hurricane Irene hit the U.S. East Coast at the most inopportune time for many businesses  keeping millions of shoppers away from stores and auto dealerships during what should have been a busy weekend.,topStory
SVU,SUPERVALU Inc,20110829,PREVIEW-UPDATE 1-Irene likely dented Aug. US auto  retail sales , * Auto sales seen up 5.2 pct yr-over-yr before Irene hit,normal
SVU,SUPERVALU Inc,20110829,CORRECTED - PREVIEW-Irene likely dented August US auto  retail sales , * Auto sales seen up 5.2 pct yr-over-yr before Irene hit,normal
SVU,SUPERVALU Inc,20110902,US Labor Day soda prices up from last year-report , NEW YORK  Sept 2 U.S. advertised soda prices are up more than expected for the Labor Day holiday weekend  according to a survey  which bodes well for profits at Coca-Cola Co   PepsiCo Inc  and Dr Pepper Snapple Group Inc .,topStory
SVU,SUPERVALU Inc,20110906,TEXT-Fitch pubs new report: U.S. supermarkets on the mend , (The following statement was released by the rating agency),topStory
SVU,SUPERVALU Inc,20110907,Grocer Supervalu selling 107 fuel centers , LOS ANGELES  Sept 7 Grocer Supervalu Inc  on Wednesday said it has struck four separate deals to sell a total of 107 U.S. fuel centers  moves aimed at generating cash.,topStory
SVU,SUPERVALU Inc,20110909,Kroger profit misses  shoppers more cautious ,LOS ANGELES Kroger Co   the biggest U.S. supermarket chain  reported quarterly profit that fell short of Wall Street's estimates and said shoppers are visiting more often but buying cheaper items.,topStory
SVU,SUPERVALU Inc,20110909,UPDATE 4-Kroger profit misses  shoppers more cautious , * Raises yr same-store sales view  stands by EPS forecast,normal
SVU,SUPERVALU Inc,20110916,SoCal grocers  union down to wire as strike looms ,LOS ANGELES Southern California unions and supermarket operators will negotiate through the weekend in a last-ditch bid to end an escalating Southern California supermarket labor dispute that could usher in the region's first grocery strike since 2003.,topStory
SVU,SUPERVALU Inc,20110916,SoCal grocers  union down to wire as strike looms , * Canceled contract does not automatically spark strike,normal
SVU,SUPERVALU Inc,20110916,Southern California union takes major step toward strike ,LOS ANGELES The union representing many of the 62 000 workers at Ralphs  Vons and Albertsons supermarkets in southern California issued a required 72-hour notice of its plan to cancel its extended contract  a move that could pave the way for a strike.,normal
SVU,SUPERVALU Inc,20110916,UPDATE 2-S. California union takes major step toward strike ,   * Union issues 72-hour notice canceling contract extension,normal
SVU,SUPERVALU Inc,20110917,SoCal grocers  union down to wire as strike looms ,LOS ANGELES Southern California unions and supermarket operators will negotiate through the weekend in a last-ditch bid to end an escalating Southern California supermarket labor dispute that could usher in the r1vegion's first grocery strike since 2003.,topStory
SVU,SUPERVALU Inc,20110919,SoCal grocers  union reach tentative deal-source , LOS ANGELES  Sept 19 Albertsons  Ralphs and Vons and the union representing their Southern California employees have reached a tentative agreement on a new labor contract  averting a threatened strike  a source close to the negotiations told Reuters.,topStory
SVU,SUPERVALU Inc,20110919,California grocer labor talks ongoing  deadline passes ,LOS ANGELES Albertsons  Ralphs and Vons remained in talks with the union representing 62 000 Southern California supermarket workers as the deadline for canceling their labor contract passed on Sunday evening.,normal
SVU,SUPERVALU Inc,20110919,California grocer labor talks ongoing  deadline passes , LOS ANGELES  Sept 18 Albertsons  Ralphs and Vons remained in talks with the union representing 62 000 Southern California supermarket workers as the deadline for canceling their labor contract passed on Sunday evening.,normal
SVU,SUPERVALU Inc,20110925,Southern California grocery workers approve labor deal , LOS ANGELES  Sept 25 Union workers at Southern California Ralphs  Vons and Albertsons grocery stores have voted to ratify a new labor contract  averting a threatened strike in the highly competitive region.,topStory
