SVU,SUPERVALU Inc,20120111,Supervalu sales miss  sees further drop ,Grocer Supervalu Inc  reported a setback in its turnaround efforts  lowering a key sales forecast after a disappointing quarter  and its already battered shares plunged almost 12 percent.,topStory
SVU,SUPERVALU Inc,20120321,UPDATE 2-Safeway  Supervalu to stop buying "pink slime" beef ,WASHINGTON  March 21 Two of the biggest U.S. supermarket operators  Safeway Inc and Supervalu Inc  will stop buying the ammonia-treated beef product critics call "pink slime" because of customer concerns  the companies said on Wednesday.,topStory
SVU,SUPERVALU Inc,20120321,UPDATE 1-Safeway  Supervalu to stop buying "pink slime" beef ,WASHINGTON  March 21 Two of the biggest U.S. supermarket operators  Safeway Inc and Supervalu Inc  will stop buying the ammonia-treated beef product critics call "pink slime" because of customer concerns  the companies said on Wednesday.,normal
SVU,SUPERVALU Inc,20120321,Safeway to stop buying "pink slime" beef filler ,WASHINGTON Safeway Inc  the No. 2 supermarket operator  will stop buying ground beef with the ammonia-treated beef filler critics call "pink slime" because of widespread customer concern  the company said on Wednesday.,normal
SVU,SUPERVALU Inc,20120321,Supervalu to stop buying "pink slime" beef product ,WASHINGTON Supervalu Inc  the No. 3 supermarket chain  will stop buying ground beef containing finely textured beef for its traditional retail stores  the company said on Wednesday.,normal
SVU,SUPERVALU Inc,20120321,Supervalu to stop buying "pink slime" beef product ,WASHINGTON  March 21 Supervalu Inc  the No. 3 U.S. supermarket chain  will stop buying ground beef containing finely textured beef for its traditional retail stores  the company said on Wednesday.,normal
SVU,SUPERVALU Inc,20120322,RPT-UPDATE 2-Safeway  Supervalu to stop buying "pink slime" beef ,WASHINGTON  March 21 Two of the biggest U.S. supermarket operators  Safeway Inc and Supervalu Inc  will stop buying the ammonia-treated beef product critics call "pink slime" because of customer concerns  the companies said on Wednesday.,topStory
SVU,SUPERVALU Inc,20120410,UPDATE 3-Supervalu profit  outlook top views; shares jump ,April 10 Supermarket operator Supervalu Inc  reported better-than-expected earnings and issued a full-year profit forecast above Wall Street's view  sending its shares up more than 12 percent in early trading.,topStory
SVU,SUPERVALU Inc,20120417,UBS adds Walgreen to "most preferred" list  stock up ,Walgreen Co  shares rose 5.3 percent on Tuesday after UBS added the drugstore chain to its "most preferred" list and an analyst said he expected a resolution of the company's dispute with Express Scripts Inc .,topStory
SVU,SUPERVALU Inc,20120606,Supervalu cutting workers in Calif Albertsons unit ,* Plans to cut 2 200-2 500 jobs in California and Nevada     * Cuts to reduce Supervalu workforce by up to 13.2 percent     * Shares down less than 1 percent      By Lisa Baertlein	     June 6 Supervalu Inc is cutting 2 200 to 2 500 store jobs at Albertsons supermarkets in California and Nevada - a workforce reduction of up to 13.2 percent - as the grocery chain aims to lower costs  pay down debt and catch up with rivals.	     The third-largest U.S. supermarket operator expects to la,topStory
SVU,SUPERVALU Inc,20120711,UPDATE 3-Supervalu CEO: bankruptcy not part of turnaround plan ,LOS ANGELES  July 11 Grocery store operator Supervalu Inc suspended its dividend and took other measures to fund aggressive price cuts aimed at winning back shoppers  while also launching a review of its strategic alternatives.,topStory
SVU,SUPERVALU Inc,20120711,Supervalu CEO: Bankruptcy not part of strategic review ,Supermarket operator Supervalu Inc  is not considering a bankruptcy filing as part of a strategic review of its business  Chief Executive Craig Herkert said on Wednesday.,normal
SVU,SUPERVALU Inc,20120711,Supervalu CEO: Bankruptcy not part of strategic review ,July 11 Supermarket operator Supervalu Inc  is not considering a bankruptcy filing as part of a strategic review of its business  Chief Executive Craig Herkert said on Wednesday.,normal
SVU,SUPERVALU Inc,20120711,Supervalu profit falls  suspends dividend ,LOS ANGELES Grocery store operator Supervalu Inc  suspended its dividend and took other measures to fund aggressive price cuts to try to win back customers  while also launching a reviewing strategic alternatives.,normal
SVU,SUPERVALU Inc,20120711,CORRECTED-UPDATE 1-Supervalu profit falls  suspends dividend ,July 11 Grocery store operator Supervalu Inc  suspended its dividend in order to help fund aggressive price cuts to try to win back market share and also said it is reviewing strategic alternatives.,normal
SVU,SUPERVALU Inc,20120711,TEXT-S&P puts Supervalu 'B+' rating on watch negative ,Overview      -- U.S. supermarket operator SUPVERVALU announced today that it is  reviewing strategic alternatives to enhance shareholder value.      -- SUPERVALU also announced first-quarter results that are weaker than  our expectations and that it will be accelerating price investments  which we  expect will hurt profitability.      -- We are placing all ratings  including our 'B+' corporate credit  rating  on CreditWatch with negative implications based on the potential for a  deterioration ,normal
SVU,SUPERVALU Inc,20120711,Supervalu profit falls  suspends dividend ,July 11 Grocery store operator Supervalu Inc  suspended its dividend in order to help fund aggressive price cuts and said it is reviewing strategic alternatives.,normal
SVU,SUPERVALU Inc,20120712,Supervalu shares tumble 44 percent after poor results ,Shares of Supervalu Inc  tumbled 44 percent on Thursday as several Wall Street firms cut their price targets on the supermarket chain after it reported declining sales and profit.,topStory
SVU,SUPERVALU Inc,20120712,TEXT-Fitch cuts SUPERVALU rating to 'CCC' ,July 12 - Fitch Ratings has downgraded its Issuer Default Rating (IDR) on SUPERVALU INC. (SVU) and its subsidiaries to 'CCC' from 'B' and has revised its ratings on the company's credit facilities and notes as shown in the rating list below. As of June 16  2012  the company had $6.3 billion of debt  outstanding including capital leases.  The downgrade reflects SVU's deteriorating operating results  indicating that  its strategy of making gradual price investments to become more competitive is  n,normal
SVU,SUPERVALU Inc,20120712,RLPC: SuperValu sets $2.5B refinancing loan ,NEW YORK  July 12 Supermarket operator SuperValu  has set a Friday bank meeting to launch an $850 million first-lien term loan slated to refinance existing debt  sources told Thomson Reuters LPC.,normal
SVU,SUPERVALU Inc,20120712,US STOCKS-Futures fall on gloomy economic picture ,* Futures off: Dow 89 pts  S&P 10.4 pts  Nasdaq 16.75 pts,normal
SVU,SUPERVALU Inc,20120712,Supervalu suspends dividend  sale weighed ,LOS ANGELES Supervalu Inc   the third-largest U.S. supermarket chain  has suspended its dividend to fund aggressive price cuts aimed at winning back shoppers  and is looking at options for overhauling the firm including a sale  though bankruptcy is not being considered.,normal
SVU,SUPERVALU Inc,20120712,UPDATE 4-Supervalu suspends dividend  sale weighed ,LOS ANGELES  July 11 Supervalu Inc  the third-largest U.S. supermarket chain  has suspended its dividend to fund aggressive price cuts aimed at winning back shoppers  and is looking at options for overhauling the firm including a sale  though bankruptcy is not being considered.,normal
SVU,SUPERVALU Inc,20120716,C&S eyeing Supervalu distribution business: report ,C&S Wholesale Grocers would be interested in buying the distribution business of grocer Supervalu Inc   which last week said it was exploring a sale of all or part of the company  the Wall Street Journal reported on Monday citing people familiar with the matter.,topStory
SVU,SUPERVALU Inc,20120716,UPDATE 1-C&S eyeing Supervalu distribution business-report ,July 16 C&S Wholesale Grocers would be interested in buying the distribution business of grocer Supervalu Inc  which last week said it was exploring a sale of all or part of the company  the Wall Street Journal reported on Monday citing people familiar with the matter.,normal
SVU,SUPERVALU Inc,20120716,C&S eyeing Supervalu distribution business-report ,July 16 C&S Wholesale Grocers would be interested in buying the distribution business of grocer Supervalu Inc  which last week said it was exploring a sale of all or part of the company  the Wall Street Journal reported on Monday citing people familiar with the matter.,normal
SVU,SUPERVALU Inc,20120718,TEXT-S&P cuts SUPERVALU rating to 'B' ,Overview      -- We expect U.S. grocer and food wholesaler SUPERVALU's sales and  profitability to erode more than we anticipated in fiscal 2013 and 2014 due to  intense competition and the rollout of its more aggressive pricing strategy      -- We are lowering our corporate credit rating on the company to 'B' from  'B+' and removing all ratings from CreditWatch with negative implications. The  outlook is negative.      -- We are assigning a 'BB-' issue rating and '1' recovery rating to the  pro,topStory
SVU,SUPERVALU Inc,20120719,SUPERVALU/BRIEF (URGENT) ,July 19 SUPERVALU Inc :  * Moodys downgrades supervalus cfr to b3; outlook changed to negative,topStory
BBY,Best Buy Co Inc,20120106,Best Buy impresses with market share  profit view ,Best Buy Co  appeared to gain market share from rivals in the United States during the key holiday season and stood by its profit outlook for the financial year  despite a 1.2 percent same-store sales decline in December.,topStory
BBY,Best Buy Co Inc,20120108,Morrisons eyes Best Buy stores for Kiddicare-report ,LONDON  Jan 8 Wm Morrison Supermarkets  is in talks to acquire the "big box" stores occupied by electronics chain Best Buy to sell products from its Kiddicare range  the Sunday Telegraph reported.,topStory
BBY,Best Buy Co Inc,20120109,UPDATE 1-Market Chatter -- Corporate finance press digest ,BANGALORE  Jan 9 The following corporate finance-related stories were reported by media:,topStory
BBY,Best Buy Co Inc,20120126,UPDATE 1-Morrisons targets baby market with ex-Best Buy stores ,LONDON  Jan 26 Britain's fourth biggest grocer  Wm Morrison Supermarkets  is targeting a greater share of the mother and baby products market after snapping-up the leases of 10 former Best Buy stores from Carphone Warehouse.,topStory
BBY,Best Buy Co Inc,20120222,Dell shares fall on weak sales forecast ,Shares of Dell Inc fell more than 7 percent in premarket trading on Wednesday  after the world's No.3 personal computer maker forecast weak sales for the current quarter.,topStory
BBY,Best Buy Co Inc,20120308,Apple addiction drives sales  hits retail margins ,NEW YORK For U.S. consumer electronics chains Best Buy  and RadioShack   selling Apple  products is at best a bittersweet experience.,topStory
BBY,Best Buy Co Inc,20120308,Apple addiction drives sales  hits retail margins ,NEW YORK  March 8 For U.S. consumer electronics chains Best Buy and RadioShack  selling Apple products is at best a bittersweet experience.,normal
BBY,Best Buy Co Inc,20120309,Former Starbucks executive to be Best Buy digital chief ,NEW YORK Best Buy Co  named former Starbucks  Chief Information Officer Stephen Gillett as the head of its digital and global business services  effective March 14.,topStory
BBY,Best Buy Co Inc,20120309,Former Starbucks exec to be Best Buy digital chief ,* Stephen Gillett to report directly to Best Buy CEO Dunn,normal
BBY,Best Buy Co Inc,20120320,REFILE-CDS market sees trouble ahead for Best Buy ,March 20 (IFR) - The credit default swap (CDS) market is still signaling heightened risk of default for Best Buy  with spreads wider by 159 percent in the past year amid eroding same store sales  flat revenue and increased competitive pressure.,topStory
BBY,Best Buy Co Inc,20120329,Best Buy sales  restructuring disappoint ,Best Buy Co reported weaker-than-expected quarterly sales and said it would close 50 large U.S. stores and lay off another 400 employees  disappointing investors looking for even deeper cuts to turn around the world's largest consumer electronics chain.,topStory
BBY,Best Buy Co Inc,20120329,US STOCKS-Wall St falls for 3rd day  Nasdaq off 1 pct ,NEW YORK  March 29 U.S. stocks were on track for a third day of losses on Thursday after jobless claims data failed to meet heightened market expectations as stocks come off their best first quarter in 14 years.,normal
BBY,Best Buy Co Inc,20120329,UPDATE 2-Best Buy sales disappoint; to close stores  cut jobs ,March 29 Best Buy Co reported weaker-than-expected sales for the key holiday quarter  prompting the world's largest electronics chain to close 50 U.S. stores and cut 400 jobs in corporate and support areas.,normal
BBY,Best Buy Co Inc,20120329,Best Buy posts weak results  to cut stores  jobs ,NEW YORK  March 28 Best Buy Co Inc  reported weak results for the fourth quarter on Thursday and said it has decided to close 50 big-box stores and to cut 400 jobs in corporate and support areas.,normal
BBY,Best Buy Co Inc,20120330,Best Buy sales  restructuring disappoint ,Best Buy Co reported weaker-than-expected quarterly sales and said it would close 50 large U.S. stores and lay off another 400 employees  disappointing investors looking for even deeper cuts to turn around the world's largest consumer electronics chain. | Video ,topStory
BBY,Best Buy Co Inc,20120404,TEXT-S&P puts Best Buy ratings on watch negative ,April 4 - Overview	      -- U.S. consumer electronics retailer Best Buy plans to shrink its large 	 big box store base and replace it with smaller-format stores and reduce costs 	 by $800 million over the next five years  with $250 million occurring in the 	 current fiscal year.	      -- In our view  these actions underscore that its current business model 	 is not working and that the steps taken to date have not been enough to 	 improve performance.	      -- We are placing the 'BBB-' corporate,topStory
BBY,Best Buy Co Inc,20120410,PRESS DIGEST - British business - April 11 ,The chief executive of Best Buy has paid the price for a failed move into Britain and the company's inability to work out a viable strategy to challenge online electronics retailers such as Amazon.,topStory
BBY,Best Buy Co Inc,20120410,Best Buy CEO resigns during personal conduct probe ,Best Buy Co Chief Executive Brian Dunn suddenly resigned from the company during an investigation into allegations of personal misconduct  the electronics retailer said on Tuesday. | Video ,normal
BBY,Best Buy Co Inc,20120410,Best Buy CEO resigns during personal conduct probe ,Best Buy Co Chief Executive Brian Dunn suddenly resigned from the company during an investigation into allegations of personal misconduct  the electronics retailer confirmed on Tuesday. | Video ,normal
BBY,Best Buy Co Inc,20120410,TIMELINE-Outgoing Best Buy CEO Brian Dunn's tenure ,Best Buy Co Inc said on Tuesday that Chief Executive Brian Dunn would resign as the world's largest consumer electronics chain shuts stores  cuts jobs and makes other changes to respond to competition from Amazon.com Inc  Wal-Mart Stores Inc and others. | Video ,normal
BBY,Best Buy Co Inc,20120410,TIMELINE-Outgoing Best Buy CEO Brian Dunn's tenure ,April 10 Best Buy Co Inc said on Tuesday that Chief Executive Brian Dunn would resign as the world's largest consumer electronics chain shuts stores  cuts jobs and makes other changes to respond to competition from Amazon.com Inc  Wal-Mart Stores Inc and others.,normal
BBY,Best Buy Co Inc,20120410,UPDATE 4-Best Buy CEO out as shoppers move online ,* Company has been losing shoppers to Amazon and discounters,normal
